API14,Well Name,Well Number,Lease Name,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Field,County/Parish,DI Basin,DI Play,DI Subplay,Formation at Total Depth,Target Formation,Producing Reservoir,Elevation,Elevation Type,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Producing Entity Count,Producing Entity ID,Producing Entity Type,Producing Entity Lease Number,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Gross Perforated Interval,Horizontal Length,DI Lateral Length,First Prod Date,Last Prod Date,Months Produced,Start Date (First Treatment Job),End Date (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,Peak BOE,Peak BOE Month No.,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Cum BOE,Cum Gas,Cum Oil,Cum Water,Cum GOR,Cum BCFGE,Cum MMCFGE,Latest Gas,Latest Oil,Latest Water,Latest GOR,2nd Month GOR,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 MMCFGE,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,Last 12 Gas,Last 12 Oil,Last 12 Water,AAPG Geologic Province,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Shallowest Perforation,Deepest Perforation,Gross Perforated Interval (Multiple Prod Entities),Oil Gatherer,Gas Gatherer,Oil Gravity,Gas Gravity,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84)
30015325290001,PALO DURO BCO STATE,001,PALO DURO BCO STATE,EOG RESOURCES,EOG RESOURCES,EOG RESOURCES INC,EOG,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP (GAS)(ABOLISHED),WOLFCAMP (GAS)(ABOLISHED),,3158.00,KB,3142.00,12820.00,12820.00,GAS,ACTIVE,,,,,2003-03-10,2006-01-12,V,10249.00,10454.00,205.00,,205.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,35,23S,27E,NESE,,,,,,,,,,,,32.2596280,-104.1546860,32.2598970,-104.1543707
30015325290000,PALO DURO BCO STATE,001,PALO DURO BCO STATE,EOG RESOURCES,EOG RESOURCES,EOG RESOURCES INC,EOG,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP (GAS)(ABOLISHED),WOLFCAMP (GAS)(ABOLISHED),MULTIPLE,3158.00,KB,3142.00,12820.00,12820.00,GAS,ACTIVE,3,"103427706,109489690,110953690",MULTIPLE,MULTIPLE,2003-03-10,2003-09-17,V,10249.00,10454.00,205.00,,205.00,2003-09-01,2023-04-01,234,,,1009.00,,106.00,24.00,FLOWING,2003-09-26,InitialPotentialTest,2006-01-24,InitialPotentialTest,2945.17,1,17629.00,1,265.00,29,17.6710,1,14.37,86.00,1.29,43197.24,246403.00,2130.00,19794.00,115682.16,0.2592,259.1830,15.00,,,,7656500.00,12594.67,75388.00,30.00,5591.00,61.44,367.75,0.15,18313.83,109619.00,44.00,9593.00,109.8830,89.34,534.73,0.21,766.0000,20.0000,29.0000,PERMIAN BASIN,,NM,35,23S,27E,NESE,,,,,10249.00000,12654.00000,2405.00,MULTIPLE,MULTIPLE,,,32.2596280,-104.1546860,32.2598970,-104.1543707
30015325140000,HB 2 STATE,002,HB 2 STATE,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,CEDAR CANYON,EDDY (NM),DELAWARE,DELAWARE,,T. 1ST BONE SPRING SS,BONE SPRING,BONE SPRING,3083.00,KB,3065.00,8440.00,8440.00,OIL,ACTIVE,1,102241395,COM,030766,2003-03-26,2003-05-02,V,7898.00,8164.00,266.00,,266.00,2003-05-01,2023-04-01,219,,,611.00,61.00,38.00,24.00,FLOWING,2003-05-17,InitialPotentialTest,2003-05-17,InitialPotentialTest,4420.00,1,13033.00,4,2463.00,1,26.5200,1,16.62,49.00,9.26,98100.61,420184.00,28070.00,66962.00,14969.15,0.5886,588.6040,1455.00,62.00,72.00,23467.74,5000.00,16720.67,58174.00,7025.00,4273.00,62.86,218.70,26.41,26098.00,96510.00,10013.00,7542.00,156.5880,98.11,362.82,37.64,16457.0000,725.0000,23992.0000,PERMIAN BASIN,,NM,02,24S,29E,SWNW,,,,,7989.00000,8164.00000,175.00,MARATHON OIL CO,"DCP OPERATING COMPANY, LP",43.900000,,32.2484240,-103.9619600,32.2485257,-103.9620573
30015324990000,WEST LOVING 11 FEDERAL COM,001,WEST LOVING 11 FEDERAL COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,BLACK RIVER,EDDY (NM),DELAWARE,DELAWARE,,BARNETT,MORROW (GAS),MORROW (GAS),3148.00,KB,3130.00,12815.00,12815.00,GAS,ACTIVE,1,101855449,COM,030718,2002-11-05,2003-01-08,V,12204.00,12372.00,168.00,,168.00,2003-01-01,2023-04-01,244,,,1070.00,,13.00,24.00,FLOWING,2003-01-13,InitialPotentialTest,2003-01-13,InitialPotentialTest,3525.00,1,21150.00,1,22.00,12,21.1500,1,20.98,125.89,0.13,226267.70,1357474.00,22.00,3914.00,61703363.64,1.3576,1357.6060,716.00,,,,,16479.67,98878.00,,514.00,98.09,588.56,,24518.50,146979.00,22.00,692.00,147.1110,145.94,874.88,0.13,45188.0000,,167.0000,PERMIAN BASIN,,NM,11,24S,27E,NENE,,,,,12204.00000,12372.00000,168.00,,"DCP OPERATING COMPANY, LP",,,32.2377430,-104.1549840,32.2379383,-104.1545340
30015324970001,ALLIED,002,ALLIED,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PENLON,EDDY (NM),DELAWARE,DELAWARE,,T. MISS,MORROW (GAS),,3278.00,KB EST,3261.00,11051.00,11051.00,GAS,ACTIVE,,,,,2003-01-05,2010-10-08,V,6449.00,10780.00,4331.00,,4331.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,22,20S,27E,SWSW,,,,,,,,,,,,32.5535510,-104.2754750,32.5533115,-104.2753034
30015324970000,ALLIED,002,ALLIED,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PENLON,EDDY (NM),DELAWARE,DELAWARE,,T. MISS,MORROW (GAS),MULTIPLE,3278.00,KB EST,3261.00,11051.00,11051.00,GAS,ACTIVE,2,"102256069,126121065",MULTIPLE,MULTIPLE,2003-01-05,2003-04-06,V,,,,,,2003-04-01,2023-04-01,224,,,1920.00,9.00,4.00,24.00,FLOWING,2003-04-25,InitialPotentialTest,2010-10-15,InitialPotentialTest,10472.33,91,37316.00,2,8021.00,91,62.8340,91,,,,405141.48,1487181.00,157278.00,8662.00,9455.75,2.4308,2430.8490,4447.00,289.00,50.00,15387.54,373160.00,18467.83,108155.00,442.00,191.00,,,,22057.50,129525.00,470.00,236.00,132.3450,,,,66124.0000,4151.0000,849.0000,PERMIAN BASIN,,NM,22,20S,27E,SWSW,,,,,6449.00000,10780.00000,4331.00,MULTIPLE,MULTIPLE,,,32.5535510,-104.2754750,32.5533115,-104.2753034
30015324930000,PARDUE B 8808 JVP,003,PARDUE B 8808 JVP,BTA OIL PRODUCERS,BTA OIL PRODUCERS,"BTA OIL PRODUCERS, LLC",,LOVING,EDDY (NM),DELAWARE,DELAWARE,,"BRUSHY CANYON, EAST","BRUSHY CANYON, EAST","BRUSHY CANYON, EAST",3001.00,KB,2988.00,5640.00,5640.00,OIL,ACTIVE,1,101911417,COM,305270,2002-11-27,2002-12-20,V,4704.00,4760.00,56.00,,56.00,2002-12-01,2023-05-01,245,,,242.00,232.00,96.00,24.00,FLOWING,2002-12-22,InitialPotentialTest,2002-12-22,InitialPotentialTest,5000.67,9,8974.00,9,3976.00,3,30.0040,9,89.30,160.25,71.00,233885.97,338070.00,177541.00,215225.00,1904.18,1.4033,1403.3160,300.00,490.00,332.00,612.24,1066.52,23907.17,28585.00,19143.00,5396.00,426.91,510.45,341.84,51265.83,76103.00,38582.00,14672.00,307.5950,915.46,1358.98,688.96,3789.0000,5980.0000,5810.0000,PERMIAN BASIN,,NM,11,23S,28E,NESW,,,,,4704.00000,4760.00000,56.00,ENTERPRISE CRUDE OIL LLC,"DCP OPERATING COMPANY, LP",40.700000,,32.3191190,-104.0611720,32.3192305,-104.0614287
30015324860000,FEDERAL 22 COM,002,FEDERAL 22 COM,MARATHON OIL PERMIAN LLC,MARATHON OIL,MARATHON OIL PERMIAN LLC,MRO,WHITE CITY,EDDY (NM),DELAWARE,DELAWARE,,PENN (GAS),PENN (GAS),PENN (GAS),3303.00,KB,3280.00,11930.00,11930.00,GAS,ACTIVE,1,103001805,COM,320506,2002-11-07,2003-02-25,V,10272.00,11512.00,1240.00,,1240.00,2003-02-01,2023-04-01,235,,,589.00,,3.00,24.00,FLOWING,2003-03-04,InitialPotentialTest,2003-03-04,InitialPotentialTest,6498.67,4,38212.00,4,130.00,4,38.9920,4,5.24,30.82,0.10,115811.24,692191.00,446.00,17093.00,1551997.76,0.6949,694.8670,238.00,,,,2181125.00,21037.50,124893.00,222.00,0.00,16.97,100.72,0.18,38037.67,226126.00,350.00,360.00,228.2260,30.68,182.36,0.28,4848.0000,,2.0000,PERMIAN BASIN,,NM,22,24S,26E,NENE,,,,,10272.00000,11512.00000,1240.00,,"DCP OPERATING COMPANY, LP",,,32.2073520,-104.2741780,32.2076117,-104.2734416
30015324790000,OGDEN STATE,004,OGDEN STATE,MURCHISON OIL & GAS INC,MURCHISON OIL & GAS INC,"MURCHISON OIL AND GAS, LLC",,WHITE CITY,EDDY (NM),DELAWARE,DELAWARE,,PENN (GAS),PENN (GAS),PENN (GAS),3401.00,KB,3379.00,11544.00,11544.00,GAS,ACTIVE,1,102241359,COM,008132,2002-11-30,2003-02-26,V,9993.00,11486.00,1493.00,,1493.00,2003-06-01,2023-05-01,234,,,1077.00,,4.00,24.00,FLOWING,2003-02-26,InitialPotentialTest,2003-02-26,InitialPotentialTest,21152.67,1,126832.00,1,177.00,67,126.9160,1,14.17,84.95,0.12,244814.91,1464647.00,707.00,911.00,2071636.49,1.4689,1468.8890,2072.00,,,,2702545.45,50927.17,304927.00,106.00,288.00,34.11,204.24,0.07,90681.67,542968.00,187.00,440.00,544.0900,60.74,363.68,0.13,19666.0000,,,PERMIAN BASIN,,NM,02,25S,26E,SESE,,,,,9993.00000,11486.00000,1493.00,"LPC CRUDE III, LLC","DCP OPERATING COMPANY, LP",42.000000,,32.1535490,-104.2592930,32.1539101,-104.2589536
30015324760000,NASH UNIT,033H,NASH UNIT,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,NASH DRAW,EDDY (NM),DELAWARE,DELAWARE,,DELAWARE,DELAWARE,DELAWARE,3001.00,KB,2983.00,9573.00,6803.62,OIL,ACTIVE,1,100736763,COM,303152,2002-10-18,2002-12-14,H,,,,4130.42,2104.00,2002-12-01,2023-04-01,216,,,845.00,337.00,420.00,24.00,PUMPING,2002-12-17,InitialPotentialTest,2002-12-17,InitialPotentialTest,6966.17,2,17000.00,31,4931.00,15,41.7970,2,3.31,8.08,2.34,481235.08,1245696.00,273619.00,1100500.00,4552.67,2.8874,2887.4100,4154.00,649.00,5863.00,6400.62,3155.97,31878.83,67103.00,20695.00,52805.00,15.15,31.89,9.84,60925.17,147571.00,36330.00,108948.00,365.5510,28.96,70.14,17.27,11547.0000,2778.0000,34084.0000,PERMIAN BASIN,Delaware Basin,NM,12,23S,29E,SWSW,,,,,9573.00000,9605.00000,32.00,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.3125382,-103.9464446,32.3198774,-103.9566447
30015324660000,STATE V 492,002,STATE V 492,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,SALT DRAW,EDDY (NM),DELAWARE,DELAWARE,,ATOKA (GAS),ATOKA (GAS),ATOKA (GAS),3004.00,KB,2986.00,12990.00,12990.00,GAS,ACTIVE,1,102241467,COM,315787,2002-10-11,2003-03-07,V,11832.00,11930.00,98.00,,98.00,2003-03-01,2023-04-01,203,,,602.00,,5.00,24.00,FLOWING,2003-03-15,InitialPotentialTest,2003-03-15,InitialPotentialTest,2731.50,2,16389.00,2,48.00,155,16.3890,2,27.87,167.23,0.49,140699.17,843907.00,48.00,1587.00,17581395.83,0.8442,844.1950,262.00,,,,,14229.83,85379.00,0.00,184.00,145.20,871.21,0.00,23817.17,142903.00,0.00,224.00,142.9030,243.03,1458.19,0.00,21167.0000,,188.0000,PERMIAN BASIN,,NM,27,24S,28E,NENW,,,,,11832.00000,11930.00000,98.00,,CRESTWOOD NEW MEXICO PIPELINE LLC,,,32.1938670,-104.0766070,32.1942696,-104.0762404
30015324640000,CHI 16 STATE,002Z,CHI 16 STATE,CHI OPERATING,CHI ENERGY,CHI OPERATING INC,,GOLDEN LANE,EDDY (NM),DELAWARE,DELAWARE,,"DELAWARE, SOUTH","DELAWARE, SOUTH","DELAWARE, SOUTH",3377.00,KB,3367.00,4600.00,4600.00,OIL,ACTIVE,1,102256117,COM,027870,2002-12-28,2003-03-29,V,3953.00,4396.00,443.00,,443.00,2003-03-01,2023-04-01,238,,,,58.00,71.00,24.00,PUMPING,2003-04-12,InitialPotentialTest,2003-04-12,InitialPotentialTest,883.00,26,0.00,166,883.00,26,5.2980,26,1.99,0.00,1.99,62850.00,0.00,62850.00,158523.00,0.00,0.3771,377.1000,,112.00,742.00,,0.00,2059.00,0.00,2059.00,4629.00,4.65,0.00,4.65,5012.00,0.00,5012.00,11416.00,30.0720,11.31,0.00,11.31,,1420.0000,6578.0000,PERMIAN BASIN,,NM,16,21S,29E,NENW,,,,,3953.00000,4396.00000,443.00,"LPC CRUDE OIL, INC",GPM GAS CORP,41.300000,,32.4846690,-103.9917830,32.4844479,-103.9913671
30015324490000,FREEDOM 25 FEDERAL COM,001,FREEDOM 25 FEDERAL COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,BURTON FLAT,EDDY (NM),DELAWARE,DELAWARE,,MORROW (PRO GAS),MORROW (PRO GAS),MORROW (PRO GAS),3244.00,KB,3226.00,11775.00,11775.00,GAS,ACTIVE,1,100714421,COM,030758,2002-10-01,2002-11-26,V,11280.00,11426.00,146.00,,146.00,2002-11-01,2023-04-01,246,,,1268.00,,,24.00,FLOWING,2002-12-09,InitialPotentialTest,2002-12-09,InitialPotentialTest,7551.00,2,45174.00,2,177.00,182,45.3060,2,51.72,309.41,1.21,211839.90,1267685.00,559.00,2241.00,2267772.81,1.2710,1271.0390,166.00,,,,2053363.64,29374.17,175933.00,52.00,548.00,201.19,1205.02,0.36,49854.17,298807.00,53.00,610.00,299.1250,341.47,2046.62,0.36,19013.0000,,154.0000,PERMIAN BASIN,,NM,25,20S,28E,SWSE,,,,,11280.00000,11426.00000,146.00,SCURLOCK PERMIAN LLC,ENTERPRISE FIELD SERVICES L.L.C.,,,32.5399970,-104.1276550,32.5396994,-104.1279663
30015324320000,BARTON,001,BARTON,RUBICON O&G,RUBICON OIL & GAS LLC,"RUBICON OIL & GAS, LLC",,LOVING,EDDY (NM),DELAWARE,DELAWARE,,"BRUSHY CANYON, EAST","BRUSHY CANYON, EAST","BRUSHY CANYON, EAST",3045.00,KB,3027.00,6498.00,6498.00,OIL,ACTIVE,1,100736639,COM,330670,2002-10-24,2002-12-10,V,6149.00,6232.00,83.00,,83.00,2002-12-01,2023-04-01,245,,,58.00,24.00,217.00,24.00,PUMPING,2002-12-17,InitialPotentialTest,2002-12-17,InitialPotentialTest,2138.00,3,5656.00,8,1398.00,3,12.8280,3,25.76,68.14,16.84,166854.98,590562.00,68428.00,183819.00,8630.41,1.0011,1001.1300,2088.00,108.00,280.00,19333.33,2683.66,9889.17,20803.00,6422.00,23223.00,119.15,250.64,77.37,18851.67,42322.00,11798.00,41073.00,113.1100,227.13,509.90,142.14,19131.0000,1356.0000,3863.0000,PERMIAN BASIN,,NM,34,23S,28E,SESW,,,,,6149.00000,6232.00000,83.00,OCCIDENTAL ENERGY TRANSPORATION LLC,SID RICHARDSON ENERGY SERVICES CO,40.000000,,32.2588200,-104.0677030,32.2588200,-104.0677030
30015324310000,MOUNDS FEDERAL COM,001,MOUNDS FEDERAL COM,CONCHO OPERATING,CONOCOPHILLIPS,COG OPERATING LLC,COP,CARLSBAD,EDDY (NM),DELAWARE,DELAWARE,,"MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)",3171.00,KB,3155.00,11750.00,11750.00,GAS,ACTIVE,1,102255985,COM,308164,2003-02-27,2003-05-03,V,11581.00,11589.00,8.00,,8.00,2003-05-01,2023-04-01,232,,,2071.00,,2.00,24.00,FLOWING,2003-05-06,InitialPotentialTest,2003-05-06,InitialPotentialTest,29733.33,10,178328.00,10,97.00,23,178.4000,10,3716.67,22291.00,12.13,565250.00,3386376.00,854.00,112886.00,3965311.48,3.3915,3391.5000,150.00,,,,,46880.83,281189.00,16.00,366.00,5860.10,35148.63,2.00,178954.50,1073211.00,86.00,1076.00,1073.7270,22369.31,134151.38,10.75,1347.0000,,,PERMIAN BASIN,,NM,04,22S,27E,SWNW,,,,,11581.00000,11589.00000,8.00,,"DCP OPERATING COMPANY, LP",,,32.4236980,-104.2010350,32.4238348,-104.2011201
30015324150000,ESPERANZA 14 STATE,001,ESPERANZA 14 STATE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,BURTON FLAT,EDDY (NM),DELAWARE,DELAWARE,,MORROW (PRO GAS),MORROW (PRO GAS),MORROW (PRO GAS),3260.00,KB,3244.00,11870.00,11870.00,GAS,ACTIVE,1,101911991,COM,030463,2002-11-26,2003-02-07,V,11342.00,11528.00,186.00,,186.00,2003-02-01,2023-04-01,243,,,881.00,2.00,43.00,24.00,FLOWING,2003-02-10,InitialPotentialTest,2003-02-10,InitialPotentialTest,4803.33,2,28730.00,2,38.00,227,28.8200,2,25.82,154.46,0.20,96047.46,574791.00,249.00,4855.00,2308397.59,0.5763,576.2850,84.00,,,,1915333.33,19712.17,117853.00,70.00,1310.00,105.98,633.62,0.38,29068.33,173960.00,75.00,1662.00,174.4100,156.28,935.27,0.40,4914.0000,,70.0000,PERMIAN BASIN,,NM,14,21S,27E,SWSW,,,,,11342.00000,11528.00000,186.00,SCURLOCK PERMIAN LLC,ENTERPRISE FIELD SERVICES L.L.C.,48.800000,,32.4747890,-104.1669690,32.4749391,-104.1673309
30015324140000,ESPERANZA 11 STATE COM,001,ESPERANZA 11 STATE COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,BURTON FLAT,EDDY (NM),DELAWARE,DELAWARE,,MORROW (PRO GAS),MORROW (PRO GAS),MORROW (PRO GAS),3313.00,KB,3295.00,11820.00,11820.00,GAS,ACTIVE,1,100736764,COM,030854,2002-11-13,2002-12-23,V,11424.00,11492.00,68.00,,68.00,2002-12-01,2023-04-01,245,,,,,,,,,,,,4895.00,2,29160.00,2,35.00,2,29.3700,2,71.99,428.82,0.51,118441.50,708951.00,283.00,1425.00,2505127.21,0.7106,710.6490,23.00,,,,833142.86,21171.33,126404.00,104.00,636.00,311.34,1858.88,1.53,41204.17,246343.00,147.00,848.00,247.2250,605.94,3622.69,2.16,600.0000,,,PERMIAN BASIN,,NM,12,21S,27E,SWSW,,,,,11424.00000,11492.00000,68.00,SCURLOCK PERMIAN LLC,ENTERPRISE FIELD SERVICES L.L.C.,47.900000,,32.4903600,-104.1497040,32.4904965,-104.1673897
30015324110000,CN COM,002,CN COM,EARTHSTONE OPERATING,EARTHSTONE,"EARTHSTONE OPERATING, LLC",ESTE,SHEEP DRAW,EDDY (NM),DELAWARE,DELAWARE,,"STRAWN, NORTHEAST (GAS)","STRAWN, NORTHEAST (GAS)",MULTIPLE,3343.00,KB,3323.00,11600.00,11600.00,GAS,ACTIVE,2,"102241460,102262481",MULTIPLE,MULTIPLE,2000-11-26,2003-02-02,V,10300.00,11151.00,851.00,,851.00,2003-08-01,2023-03-01,221,,,320.00,,38.00,24.00,PUMPING,2003-02-26,InitialPotentialTest,2003-05-11,InitialPotentialTest,1224.33,61,7346.00,61,283.00,50,7.3460,61,1.44,8.63,0.33,93081.00,555582.00,484.00,15329.00,1147896.69,0.5585,558.4860,466.00,,,,,3275.00,19650.00,0.00,0.00,3.85,23.09,0.00,3275.00,19650.00,0.00,0.00,19.6500,3.85,23.09,0.00,7742.0000,,,PERMIAN BASIN,,NM,20,22S,26E,SESE,,,,,10300.00000,11151.00000,851.00,MULTIPLE,MULTIPLE,,,32.3738860,-104.3104170,32.3738078,-104.3104387
30015324100001,STATE IE COM,002,STATE IE COM,EARTHSTONE OPERATING,EARTHSTONE,"EARTHSTONE OPERATING, LLC",ESTE,HACKBERRY HILLS,EDDY (NM),DELAWARE,DELAWARE,,T. T/MORROW,"CANYON, EAST (GAS)",,3457.00,KB,3437.00,11750.00,11750.00,GAS,ACTIVE,,,,,2002-10-15,2007-06-05,V,9955.00,9968.00,13.00,,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,16,22S,26E,SWSW,,,,,,,,,,,,32.3868410,-104.3042530,32.3867804,-104.3039710
30015324100000,STATE IE COM,002,STATE IE COM,EARTHSTONE OPERATING,EARTHSTONE,"EARTHSTONE OPERATING, LLC",ESTE,HACKBERRY HILLS,EDDY (NM),DELAWARE,DELAWARE,,T. T/MORROW,"CANYON, EAST (GAS)",MULTIPLE,3457.00,KB,3437.00,11750.00,11750.00,GAS,ACTIVE,2,"101842245,118421872",MULTIPLE,MULTIPLE,2002-10-15,2003-01-10,V,11243.00,11378.00,135.00,,135.00,2003-03-01,2023-03-01,229,,,225.00,,28.00,24.00,FLOWING,2003-01-15,InitialPotentialTest,2007-06-12,InitialPotentialTest,2919.17,1,17515.00,1,248.00,32,17.5150,1,21.62,129.74,1.84,43527.67,253888.00,1213.00,701.00,209305.85,0.2612,261.1660,79.00,,,,,7294.67,43600.00,28.00,157.00,54.03,322.96,0.21,12202.67,72862.00,59.00,584.00,73.2160,90.39,539.72,0.44,851.0000,3.0000,,PERMIAN BASIN,,NM,16,22S,26E,SWSW,,,,,9955.00000,11378.00000,1423.00,MULTIPLE,MULTIPLE,,,32.3868410,-104.3042530,32.3867804,-104.3039710
30015324090001,LAYLA 35 FEE COM,001,LAYLA 35 FEE COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,CULEBRA BLUFF,EDDY (NM),DELAWARE,DELAWARE,,"ATOKA, SOUTH (GAS)","ATOKA, SOUTH (GAS)",,3020.00,KB,3002.00,12115.00,12115.00,GAS,ACTIVE,,,,,2002-12-15,2003-03-11,V,11823.00,11838.00,15.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,35,23S,28E,NESE,,,,,,,,,,,,32.2588350,-104.0534820,32.2588350,-104.0534820
30015324090000,LAYLA 35 FEE COM,001,LAYLA 35 FEE COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,CULEBRA BLUFF,EDDY (NM),DELAWARE,DELAWARE,,"ATOKA, SOUTH (GAS)","ATOKA, SOUTH (GAS)","ATOKA, SOUTH (GAS)",3020.00,KB,3002.00,12115.00,12115.00,GAS,ACTIVE,1,101908054,COM,030418,2002-12-15,2003-02-08,V,11792.00,11838.00,46.00,,46.00,2003-02-01,2023-04-01,243,,,657.00,,,24.00,FLOWING,2003-03-11,InitialPotentialTest,2003-03-11,InitialPotentialTest,5493.50,1,32961.00,1,81.00,59,32.9610,1,119.42,716.54,1.76,56605.62,337738.00,316.00,1201.00,1068791.14,0.3396,339.6340,228.00,,,,597272.73,11867.00,70770.00,72.00,82.00,257.98,1538.48,1.57,16287.67,97222.00,84.00,97.00,97.7260,354.08,2113.52,1.83,12040.0000,31.0000,221.0000,PERMIAN BASIN,,NM,35,23S,28E,NESE,,,,,11792.00000,11838.00000,46.00,PHILLIPS 66 COMPANY,SENDERO CARLSBAD MIDSTREAM LLC,,,32.2588350,-104.0534820,32.2588350,-104.0534820
30015324060000,NATHAN FEDERAL COM,002,NATHAN FEDERAL COM,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,DUBLIN RANCH,EDDY (NM),DELAWARE,DELAWARE,,ATOKA (GAS),ATOKA (GAS),MULTIPLE,3059.00,KB,3037.00,12750.00,12750.00,GAS,ACTIVE,2,"101855560,103028880",MULTIPLE,MULTIPLE,2002-10-08,2002-12-24,V,11372.00,12302.00,930.00,,930.00,2003-01-01,2023-04-01,241,,,521.00,,,24.00,FLOWING,2003-01-28,InitialPotentialTest,2003-07-04,InitialPotentialTest,2236.00,15,13416.00,15,45.00,160,13.4160,15,2.40,14.43,0.05,189836.01,1137426.00,265.00,3094.00,4292173.58,1.1390,1139.0160,1367.00,,,,319031.25,8747.17,52261.00,37.00,508.00,9.41,56.19,0.04,19389.33,115784.00,92.00,848.00,116.3360,20.85,124.50,0.10,15960.0000,,,PERMIAN BASIN,,NM,28,22S,28E,NWSW,,,,,11372.00000,12302.00000,930.00,MULTIPLE,MULTIPLE,,,32.3609960,-104.0968020,32.3610798,-104.0965730
30015324000000,RUSTLER BREAKS 26 FEE COM,001,RUSTLER BREAKS 26 FEE COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,SALT DRAW,EDDY (NM),DELAWARE,DELAWARE,,ATOKA (GAS),ATOKA (GAS),ATOKA (GAS),2972.00,KB,2954.00,12118.00,12118.00,GAS,ACTIVE,1,100736765,COM,030465,2002-09-27,2002-11-11,V,11888.00,11896.00,8.00,,8.00,2002-11-01,2023-04-01,246,,,1048.00,1.00,1.00,24.00,FLOWING,2002-11-24,InitialPotentialTest,2002-11-24,InitialPotentialTest,4150.67,2,24796.00,2,34.00,78,24.9040,2,518.83,3099.50,4.25,140881.71,842272.00,503.00,1073.00,1674497.02,0.8453,845.2900,252.00,,,,1377555.56,18616.17,111109.00,98.00,176.00,2327.02,13888.63,12.25,32010.50,191277.00,131.00,282.00,192.0630,4001.31,23909.63,16.38,16633.0000,21.0000,53.0000,PERMIAN BASIN,,NM,26,24S,28E,SWSW,,,,,11888.00000,11896.00000,8.00,SCURLOCK PERMIAN LLC,ENTERPRISE FIELD SERVICES L.L.C.,48.200000,,32.1837850,-104.0644910,32.1842355,-104.0639696
30015323980001,DARK CANYON 22,002,DARK CANYON 22,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,CARLSBAD,EDDY (NM),DELAWARE,DELAWARE,,"MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)",,3335.00,KB,3315.00,11964.00,11964.00,GAS,ACTIVE,,,,,2002-09-05,2003-02-26,V,11534.00,11740.00,206.00,,206.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,22,23S,26E,SWSW,,,,,,,,,,,,32.2843060,-104.2864680,32.2847580,-104.2862312
